"game_pk","gameGuid","link","gameType","season","gameDate","officialDate","rescheduledFrom","rescheduledFromDate","isTie","gameNumber","publicFacing","doubleHeader","gamedayType","tiebreaker","calendarEventID","seasonDisplay","dayNight","description","scheduledInnings","reverseHomeAwayStatus","inningBreakLength","gamesInSeries","seriesGameNumber","seriesDescription","recordSource","ifNecessary","ifNecessaryDescription","status.abstractGameState","status.codedGameState","status.detailedState","status.statusCode","status.startTimeTBD","status.abstractGameCode","teams.away.score","teams.away.isWinner","teams.away.splitSquad","teams.away.seriesNumber","teams.away.leagueRecord.wins","teams.away.leagueRecord.losses","teams.away.leagueRecord.pct","teams.away.team.id","teams.away.team.name","teams.away.team.link","teams.home.score","teams.home.isWinner","teams.home.splitSquad","teams.home.seriesNumber","teams.home.leagueRecord.wins","teams.home.leagueRecord.losses","teams.home.leagueRecord.pct","teams.home.team.id","teams.home.team.name","teams.home.team.link","venue.id","venue.name","venue.link","content.link","status.reason","rescheduleDate","rescheduleGameDate"
745843,"74a85d51-35e9-451b-9964-5a94170dcf9d","/api/v1.1/game/745843/feed/live","R","2024","2024-04-04T16:15:00Z","2024-04-04","2024-04-03T23:10:00Z","2024-04-03",FALSE,2,TRUE,"Y","P","N","14-745843-2024-04-04","2024","day","Makeup of 4/3 PPD",9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","F","Final","F",TRUE,"F",1,FALSE,FALSE,2,5,1,".833",116,"Detroit Tigers","/api/v1/teams/116",2,TRUE,FALSE,2,1,5,".167",121,"New York Mets","/api/v1/teams/121",3289,"Citi Field","/api/v1/venues/3289","/api/v1/game/745843/content",NA,NA,NA
744870,"cae02db8-3844-47aa-9fa9-7840641496e5","/api/v1.1/game/744870/feed/live","R","2024","2024-04-04T20:05:00Z","2024-04-04",NA,NA,FALSE,1,TRUE,"N","P","N","14-744870-2024-04-04","2024","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",7,TRUE,FALSE,2,6,1,".857",134,"Pittsburgh Pirates","/api/v1/teams/134",4,FALSE,FALSE,2,2,4,".333",120,"Washington Nationals","/api/v1/teams/120",3309,"Nationals Park","/api/v1/venues/3309","/api/v1/game/744870/content",NA,NA,NA
745928,"185303f1-5ef9-40f4-83e7-72d25c9f59df","/api/v1.1/game/745928/feed/live","R","2024","2024-04-04T20:10:00Z","2024-04-04",NA,NA,FALSE,1,TRUE,"N","P","N","14-745928-2024-04-04","2024","day","Twins home opener",9,FALSE,120,2,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",4,TRUE,FALSE,3,6,2,".750",114,"Cleveland Guardians","/api/v1/teams/114",2,FALSE,FALSE,3,3,3,".500",142,"Minnesota Twins","/api/v1/teams/142",3312,"Target Field","/api/v1/venues/3312","/api/v1/game/745928/content",NA,NA,NA
745200,"1329b606-76ac-4ea7-aed1-f1eb7113bf1b","/api/v1.1/game/745200/feed/live","R","2024","2024-04-04T20:15:00Z","2024-04-04",NA,NA,FALSE,1,TRUE,"N","P","N","14-745200-2024-04-04","2024","day","Cardinals home opener",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",5,FALSE,FALSE,3,0,8,".000",146,"Miami Marlins","/api/v1/teams/146",8,TRUE,FALSE,3,4,4,".500",138,"St. Louis Cardinals","/api/v1/teams/138",2889,"Busch Stadium","/api/v1/venues/2889","/api/v1/game/745200/content",NA,NA,NA
746327,"2d3489d9-0471-440c-8ddf-8b17f5ee8691","/api/v1.1/game/746327/feed/live","R","2024","2024-04-04T23:40:00Z","2024-04-04",NA,NA,FALSE,1,TRUE,"N","P","N","14-746327-2024-04-04","2024","night",NA,9,FALSE,120,4,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",1,FALSE,FALSE,3,1,5,".167",145,"Chicago White Sox","/api/v1/teams/145",10,TRUE,FALSE,3,3,4,".429",118,"Kansas City Royals","/api/v1/teams/118",7,"Kauffman Stadium","/api/v1/venues/7","/api/v1/game/746327/content",NA,NA,NA
745764,"fd1d9a2d-0f99-4603-9920-b89b693f5c7f","/api/v1.1/game/745764/feed/live","R","2024","2024-04-05T17:05:00Z","2024-04-05",NA,NA,FALSE,1,TRUE,"N","P","N","14-745764-2024-04-05","2024","day","Yankees home opener",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",3,TRUE,FALSE,3,4,4,".500",141,"Toronto Blue Jays","/api/v1/teams/141",0,FALSE,FALSE,3,6,2,".750",147,"New York Yankees","/api/v1/teams/147",3313,"Yankee Stadium","/api/v1/venues/3313","/api/v1/game/745764/content",NA,NA,NA
746497,"78240f62-4de6-475d-85b5-1dc0a5ca6479","/api/v1.1/game/746497/feed/live","R","2024","2024-04-05T17:10:00Z","2024-04-05",NA,NA,FALSE,1,TRUE,"N","P","N","14-746497-2024-04-05","2024","day","Tigers home opener",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",4,FALSE,FALSE,3,1,7,".125",133,"Oakland Athletics","/api/v1/teams/133",5,TRUE,FALSE,3,6,1,".857",116,"Detroit Tigers","/api/v1/teams/116",2394,"Comerica Park","/api/v1/venues/2394","/api/v1/game/746497/content",NA,NA,NA
746897,"49f1d09a-5b08-4380-9878-36603564db57","/api/v1.1/game/746897/feed/live","R","2024","2024-04-05T18:20:00Z","2024-04-05",NA,NA,FALSE,1,TRUE,"N","P","N","14-746897-2024-04-05","2024","day",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",7,FALSE,FALSE,4,7,3,".700",119,"Los Angeles Dodgers","/api/v1/teams/119",9,TRUE,FALSE,3,5,2,".714",112,"Chicago Cubs","/api/v1/teams/112",17,"Wrigley Field","/api/v1/venues/17","/api/v1/game/746897/content",NA,NA,NA
746576,"a2917d60-c4c3-48f5-b23e-9d9e9e03efa2","/api/v1.1/game/746576/feed/live","R","2024","2024-04-05T20:10:00Z","2024-04-05",NA,NA,FALSE,1,TRUE,"N","P","N","14-746576-2024-04-05","2024","day","Rockies home opener",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",7,FALSE,FALSE,3,3,5,".375",139,"Tampa Bay Rays","/api/v1/teams/139",10,TRUE,FALSE,3,2,6,".250",115,"Colorado Rockies","/api/v1/teams/115",19,"Coors Field","/api/v1/venues/19","/api/v1/game/746576/content",NA,NA,NA
745524,"46b30389-1f5b-4866-8183-8c0a0c6e17b9","/api/v1.1/game/745524/feed/live","R","2024","2024-04-05T20:12:00Z","2024-04-05",NA,NA,FALSE,1,TRUE,"N","P","N","14-745524-2024-04-05","2024","day","Pirates home opener",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",5,TRUE,FALSE,3,5,2,".714",110,"Baltimore Orioles","/api/v1/teams/110",2,FALSE,FALSE,3,6,2,".750",134,"Pittsburgh Pirates","/api/v1/teams/134",31,"PNC Park","/api/v1/venues/31","/api/v1/game/745524/content",NA,NA,NA
745361,"94a3e1e4-15eb-4872-9f92-ba28db000f36","/api/v1.1/game/745361/feed/live","R","2024","2024-04-05T20:35:00Z","2024-04-05",NA,NA,FALSE,1,TRUE,"N","P","N","14-745361-2024-04-05","2024","day","Giants home opener",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",2,FALSE,FALSE,4,4,6,".400",135,"San Diego Padres","/api/v1/teams/135",3,TRUE,FALSE,3,3,5,".375",137,"San Francisco Giants","/api/v1/teams/137",2395,"Oracle Park","/api/v1/venues/2395","/api/v1/game/745361/content",NA,NA,NA
746733,"70497ebb-d410-4aa8-84c4-dbdb147e32c1","/api/v1.1/game/746733/feed/live","R","2024","2024-04-05T22:40:00Z","2024-04-05",NA,NA,FALSE,1,TRUE,"N","P","N","14-746733-2024-04-05","2024","night",NA,9,FALSE,145,3,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",3,TRUE,FALSE,3,2,5,".286",121,"New York Mets","/api/v1/teams/121",2,FALSE,FALSE,3,4,3,".571",113,"Cincinnati Reds","/api/v1/teams/113",2602,"Great American Ball Park","/api/v1/venues/2602","/api/v1/game/746733/content",NA,NA,NA
744874,"30587fae-916f-4378-ab82-19cc728585e8","/api/v1.1/game/744874/feed/live","R","2024","2024-04-05T22:45:00Z","2024-04-05",NA,NA,FALSE,1,TRUE,"N","P","N","14-744874-2024-04-05","2024","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",4,TRUE,FALSE,3,3,4,".429",143,"Philadelphia Phillies","/api/v1/teams/143",0,FALSE,FALSE,3,2,5,".286",120,"Washington Nationals","/api/v1/teams/120",3309,"Nationals Park","/api/v1/venues/3309","/api/v1/game/744874/content",NA,NA,NA
747143,"10a29aaf-8d1f-4f06-8b89-2d46ec68bcd0","/api/v1.1/game/747143/feed/live","R","2024","2024-04-05T23:20:00Z","2024-04-05",NA,NA,FALSE,1,TRUE,"N","P","N","14-747143-2024-04-05","2024","night","Braves home opener",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",5,FALSE,FALSE,3,4,4,".500",109,"Arizona Diamondbacks","/api/v1/teams/109",6,TRUE,FALSE,3,4,2,".667",144,"Atlanta Braves","/api/v1/teams/144",4705,"Truist Park","/api/v1/venues/4705","/api/v1/game/747143/content",NA,NA,NA
746328,"875dad44-f76c-458f-85e8-acb32be59593","/api/v1.1/game/746328/feed/live","R","2024","2024-04-05T23:40:00Z","2024-04-05",NA,NA,FALSE,1,TRUE,"N","P","N","14-746328-2024-04-05","2024","night",NA,9,FALSE,120,4,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",1,FALSE,FALSE,3,1,6,".143",145,"Chicago White Sox","/api/v1/teams/145",2,TRUE,FALSE,3,4,4,".500",118,"Kansas City Royals","/api/v1/teams/118",7,"Kauffman Stadium","/api/v1/venues/7","/api/v1/game/746328/content",NA,NA,NA
745033,"9274ac47-fc9b-4123-9ace-c820fe39a6df","/api/v1.1/game/745033/feed/live","R","2024","2024-04-06T00:05:00Z","2024-04-05",NA,NA,FALSE,1,TRUE,"N","P","N","14-745033-2024-04-05","2024","night",NA,9,FALSE,145,4,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",2,FALSE,FALSE,3,2,6,".250",117,"Houston Astros","/api/v1/teams/117",10,TRUE,FALSE,3,5,2,".714",140,"Texas Rangers","/api/v1/teams/140",5325,"Globe Life Field","/api/v1/venues/5325","/api/v1/game/745033/content",NA,NA,NA
746007,"d7048112-1596-4497-b814-1dab555d1542","/api/v1.1/game/746007/feed/live","R","2024","2024-04-06T00:10:00Z","2024-04-05",NA,NA,FALSE,1,TRUE,"N","P","N","14-746007-2024-04-05","2024","night",NA,9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",5,FALSE,FALSE,3,3,5,".375",136,"Seattle Mariners","/api/v1/teams/136",6,TRUE,FALSE,3,5,1,".833",158,"Milwaukee Brewers","/api/v1/teams/158",32,"American Family Field","/api/v1/venues/32","/api/v1/game/746007/content",NA,NA,NA
746249,"5ec817c6-81f8-47b1-94b6-8db132c1fe96","/api/v1.1/game/746249/feed/live","R","2024","2024-04-06T01:38:00Z","2024-04-05",NA,NA,FALSE,1,TRUE,"N","P","N","14-746249-2024-04-05","2024","night","Angels home opener",9,FALSE,120,3,1,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",8,TRUE,FALSE,3,6,2,".750",111,"Boston Red Sox","/api/v1/teams/111",6,FALSE,FALSE,3,4,3,".571",108,"Los Angeles Angels","/api/v1/teams/108",1,"Angel Stadium","/api/v1/venues/1","/api/v1/game/746249/content",NA,NA,NA
746498,"32d63612-6677-4694-bc69-ea9b18ca7c8d","/api/v1.1/game/746498/feed/live","R","2024","2024-04-06T17:10:00Z","2024-04-06",NA,NA,FALSE,1,TRUE,"N","P","N","14-746498-2024-04-06","2024","day",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",4,TRUE,FALSE,3,2,7,".222",133,"Oakland Athletics","/api/v1/teams/133",0,FALSE,FALSE,3,6,2,".750",116,"Detroit Tigers","/api/v1/teams/116",2394,"Comerica Park","/api/v1/venues/2394","/api/v1/game/746498/content",NA,NA,NA
745926,"3b4cb84b-4e6e-4954-8100-597bb3984b29","/api/v1.1/game/745926/feed/live","R","2024","2024-04-06T18:10:00Z","2024-04-06",NA,NA,FALSE,1,TRUE,"N","P","N","14-745926-2024-04-06","2024","day",NA,9,FALSE,120,2,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",3,TRUE,FALSE,3,7,2,".778",114,"Cleveland Guardians","/api/v1/teams/114",1,FALSE,FALSE,3,3,4,".429",142,"Minnesota Twins","/api/v1/teams/142",3312,"Target Field","/api/v1/venues/3312","/api/v1/game/745926/content",NA,NA,NA
745197,"355b12ae-6673-4c6a-b8cc-a6070f8499f3","/api/v1.1/game/745197/feed/live","R","2024","2024-04-06T18:15:00Z","2024-04-06",NA,NA,FALSE,1,TRUE,"N","P","N","14-745197-2024-04-06","2024","day",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",1,FALSE,FALSE,3,0,9,".000",146,"Miami Marlins","/api/v1/teams/146",3,TRUE,FALSE,3,5,4,".556",138,"St. Louis Cardinals","/api/v1/teams/138",2889,"Busch Stadium","/api/v1/venues/2889","/api/v1/game/745197/content",NA,NA,NA
746896,"c14b2839-e5c0-4e82-9418-d63e9e4bc7bd","/api/v1.1/game/746896/feed/live","R","2024","2024-04-06T20:05:00Z","2024-04-06",NA,NA,FALSE,1,TRUE,"N","P","N","14-746896-2024-04-06","2024","day",NA,9,FALSE,145,3,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",4,TRUE,FALSE,4,8,3,".727",119,"Los Angeles Dodgers","/api/v1/teams/119",1,FALSE,FALSE,3,5,3,".625",112,"Chicago Cubs","/api/v1/teams/112",17,"Wrigley Field","/api/v1/venues/17","/api/v1/game/746896/content",NA,NA,NA
745522,"3700d747-7df0-4396-8b10-48b23d15a1b2","/api/v1.1/game/745522/feed/live","R","2024","2024-04-06T20:05:00Z","2024-04-06",NA,NA,FALSE,1,TRUE,"N","P","N","14-745522-2024-04-06","2024","day",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",4,FALSE,FALSE,3,5,3,".625",110,"Baltimore Orioles","/api/v1/teams/110",5,TRUE,FALSE,3,7,2,".778",134,"Pittsburgh Pirates","/api/v1/teams/134",31,"PNC Park","/api/v1/venues/31","/api/v1/game/745522/content",NA,NA,NA
744873,"15a91560-c151-46cd-b0bf-cf5705f0216c","/api/v1.1/game/744873/feed/live","R","2024","2024-04-06T20:05:00Z","2024-04-06",NA,NA,FALSE,1,TRUE,"N","P","N","14-744873-2024-04-06","2024","day",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",5,TRUE,FALSE,3,4,4,".500",143,"Philadelphia Phillies","/api/v1/teams/143",2,FALSE,FALSE,3,2,6,".250",120,"Washington Nationals","/api/v1/teams/120",3309,"Nationals Park","/api/v1/venues/3309","/api/v1/game/744873/content",NA,NA,NA
746731,"b5eeb86c-41cb-4845-bac5-459c91c89c7c","/api/v1.1/game/746731/feed/live","R","2024","2024-04-06T20:10:00Z","2024-04-06",NA,NA,FALSE,1,TRUE,"N","P","N","14-746731-2024-04-06","2024","day",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",6,FALSE,FALSE,3,2,6,".250",121,"New York Mets","/api/v1/teams/121",9,TRUE,FALSE,3,5,3,".625",113,"Cincinnati Reds","/api/v1/teams/113",2602,"Great American Ball Park","/api/v1/venues/2602","/api/v1/game/746731/content",NA,NA,NA
745031,"15ab4426-ef8e-481c-816b-c7aea7101745","/api/v1.1/game/745031/feed/live","R","2024","2024-04-06T23:05:00Z","2024-04-06",NA,NA,FALSE,1,TRUE,"N","P","N","14-745031-2024-04-06","2024","night",NA,9,FALSE,120,4,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",2,FALSE,FALSE,3,2,7,".222",117,"Houston Astros","/api/v1/teams/117",7,TRUE,FALSE,3,6,2,".750",140,"Texas Rangers","/api/v1/teams/140",5325,"Globe Life Field","/api/v1/venues/5325","/api/v1/game/745031/content",NA,NA,NA
745766,"9b0147b3-0b87-4b8e-ab61-aa14e9072fb6","/api/v1.1/game/745766/feed/live","R","2024","2024-04-06T23:05:00Z","2024-04-06",NA,NA,FALSE,1,TRUE,"N","P","N","14-745766-2024-04-06","2024","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",8,FALSE,FALSE,3,4,5,".444",141,"Toronto Blue Jays","/api/v1/teams/141",9,TRUE,FALSE,3,7,2,".778",147,"New York Yankees","/api/v1/teams/147",3313,"Yankee Stadium","/api/v1/venues/3313","/api/v1/game/745766/content",NA,NA,NA
746329,"788ca4cf-b16b-497f-a14f-b911a7960884","/api/v1.1/game/746329/feed/live","R","2024","2024-04-06T23:10:00Z","2024-04-06",NA,NA,FALSE,1,TRUE,"N","P","N","14-746329-2024-04-06","2024","night",NA,9,FALSE,120,4,3,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",0,FALSE,FALSE,3,1,7,".125",145,"Chicago White Sox","/api/v1/teams/145",3,TRUE,FALSE,3,5,4,".556",118,"Kansas City Royals","/api/v1/teams/118",7,"Kauffman Stadium","/api/v1/venues/7","/api/v1/game/746329/content",NA,NA,NA
746006,"f404c327-a69c-440f-ac89-08a1c7125529","/api/v1.1/game/746006/feed/live","R","2024","2024-04-06T23:10:00Z","2024-04-06",NA,NA,FALSE,1,TRUE,"N","P","N","14-746006-2024-04-06","2024","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",5,TRUE,FALSE,3,4,5,".444",136,"Seattle Mariners","/api/v1/teams/136",3,FALSE,FALSE,3,5,2,".714",158,"Milwaukee Brewers","/api/v1/teams/158",32,"American Family Field","/api/v1/venues/32","/api/v1/game/746006/content",NA,NA,NA
747140,"59aaa010-1456-4c6b-9351-d5888e813180","/api/v1.1/game/747140/feed/live","R","2024","2024-04-06T23:20:00Z","2024-04-06",NA,NA,FALSE,1,TRUE,"N","P","N","14-747140-2024-04-06","2024","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",8,FALSE,FALSE,3,4,5,".444",109,"Arizona Diamondbacks","/api/v1/teams/109",9,TRUE,FALSE,3,5,2,".714",144,"Atlanta Braves","/api/v1/teams/144",4705,"Truist Park","/api/v1/venues/4705","/api/v1/game/747140/content",NA,NA,NA
746575,"49d98aa6-2ae3-4367-a860-b63e00b75c2c","/api/v1.1/game/746575/feed/live","R","2024","2024-04-07T00:10:00Z","2024-04-06",NA,NA,FALSE,1,TRUE,"N","P","N","14-746575-2024-04-06","2024","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",8,TRUE,FALSE,3,4,5,".444",139,"Tampa Bay Rays","/api/v1/teams/139",6,FALSE,FALSE,3,2,7,".222",115,"Colorado Rockies","/api/v1/teams/115",19,"Coors Field","/api/v1/venues/19","/api/v1/game/746575/content",NA,NA,NA
745359,"07191ecd-e73c-44b8-8222-477f9f5dea9a","/api/v1.1/game/745359/feed/live","R","2024","2024-04-07T01:05:00Z","2024-04-06",NA,NA,FALSE,1,TRUE,"N","P","N","14-745359-2024-04-06","2024","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",4,TRUE,FALSE,4,5,6,".455",135,"San Diego Padres","/api/v1/teams/135",0,FALSE,FALSE,3,3,6,".333",137,"San Francisco Giants","/api/v1/teams/137",2395,"Oracle Park","/api/v1/venues/2395","/api/v1/game/745359/content",NA,NA,NA
746248,"cbd139bb-ff49-4a02-b27c-8c5ec86ae136","/api/v1.1/game/746248/feed/live","R","2024","2024-04-07T01:38:00Z","2024-04-06",NA,NA,FALSE,1,TRUE,"N","P","N","14-746248-2024-04-06","2024","night",NA,9,FALSE,120,3,2,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",1,FALSE,FALSE,3,6,3,".667",111,"Boston Red Sox","/api/v1/teams/111",2,TRUE,FALSE,3,5,3,".625",108,"Los Angeles Angels","/api/v1/teams/108",1,"Angel Stadium","/api/v1/venues/1","/api/v1/game/746248/content",NA,NA,NA
745523,"454dddad-7b84-4012-a44b-d9309b243e29","/api/v1.1/game/745523/feed/live","R","2024","2024-04-07T17:35:00Z","2024-04-07",NA,NA,FALSE,1,TRUE,"N","P","N","14-745523-2024-04-07","2024","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",2,FALSE,FALSE,3,5,4,".556",110,"Baltimore Orioles","/api/v1/teams/110",3,TRUE,FALSE,3,8,2,".800",134,"Pittsburgh Pirates","/api/v1/teams/134",31,"PNC Park","/api/v1/venues/31","/api/v1/game/745523/content",NA,NA,NA
744871,"0d491617-6212-42aa-9b67-33f68768c86e","/api/v1.1/game/744871/feed/live","R","2024","2024-04-07T17:35:00Z","2024-04-07",NA,NA,FALSE,1,TRUE,"N","P","N","14-744871-2024-04-07","2024","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",2,FALSE,FALSE,3,4,5,".444",143,"Philadelphia Phillies","/api/v1/teams/143",3,TRUE,FALSE,3,3,6,".333",120,"Washington Nationals","/api/v1/teams/120",3309,"Nationals Park","/api/v1/venues/3309","/api/v1/game/744871/content",NA,NA,NA
747141,"b1465401-f079-4aab-b08e-ffefb2fd42bd","/api/v1.1/game/747141/feed/live","R","2024","2024-04-07T17:35:00Z","2024-04-07",NA,NA,FALSE,1,TRUE,"N","P","N","14-747141-2024-04-07","2024","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",2,FALSE,FALSE,3,4,6,".400",109,"Arizona Diamondbacks","/api/v1/teams/109",5,TRUE,FALSE,3,6,2,".750",144,"Atlanta Braves","/api/v1/teams/144",4705,"Truist Park","/api/v1/venues/4705","/api/v1/game/747141/content",NA,NA,NA
745765,"f9b79cad-a5d9-448b-8d35-b44eaaa3810e","/api/v1.1/game/745765/feed/live","R","2024","2024-04-07T17:35:00Z","2024-04-07",NA,NA,FALSE,1,TRUE,"N","P","N","14-745765-2024-04-07","2024","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",3,FALSE,FALSE,3,4,6,".400",141,"Toronto Blue Jays","/api/v1/teams/141",8,TRUE,FALSE,3,8,2,".800",147,"New York Yankees","/api/v1/teams/147",3313,"Yankee Stadium","/api/v1/venues/3313","/api/v1/game/745765/content",NA,NA,NA
746734,"e07edce7-aa5c-4d69-b56f-9c88940042cf","/api/v1.1/game/746734/feed/live","R","2024","2024-04-07T17:40:00Z","2024-04-07",NA,NA,FALSE,1,TRUE,"N","P","N","14-746734-2024-04-07","2024","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",3,TRUE,FALSE,3,3,6,".333",121,"New York Mets","/api/v1/teams/121",1,FALSE,FALSE,3,5,4,".556",113,"Cincinnati Reds","/api/v1/teams/113",2602,"Great American Ball Park","/api/v1/venues/2602","/api/v1/game/746734/content",NA,NA,NA
746493,"f83abb54-cd5e-4792-a7c1-28020a5a44a1","/api/v1.1/game/746493/feed/live","R","2024","2024-04-07T17:40:00Z","2024-04-07",NA,NA,FALSE,1,TRUE,"N","P","N","14-746493-2024-04-07","2024","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",7,TRUE,FALSE,3,3,7,".300",133,"Oakland Athletics","/api/v1/teams/133",1,FALSE,FALSE,3,6,3,".667",116,"Detroit Tigers","/api/v1/teams/116",2394,"Comerica Park","/api/v1/venues/2394","/api/v1/game/746493/content",NA,NA,NA
746330,"3729bd03-fab9-4760-a6b9-a58e1aa58449","/api/v1.1/game/746330/feed/live","R","2024","2024-04-07T18:10:00Z","2024-04-07",NA,NA,FALSE,1,TRUE,"N","P","N","14-746330-2024-04-07","2024","day",NA,9,FALSE,120,4,4,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",3,FALSE,FALSE,3,1,8,".111",145,"Chicago White Sox","/api/v1/teams/145",5,TRUE,FALSE,3,6,4,".600",118,"Kansas City Royals","/api/v1/teams/118",7,"Kauffman Stadium","/api/v1/venues/7","/api/v1/game/746330/content",NA,NA,NA
746003,"13f934ef-c1b5-48c1-b920-95d4917dad3d","/api/v1.1/game/746003/feed/live","R","2024","2024-04-07T18:10:00Z","2024-04-07",NA,NA,FALSE,1,TRUE,"N","P","N","14-746003-2024-04-07","2024","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",4,FALSE,FALSE,3,4,6,".400",136,"Seattle Mariners","/api/v1/teams/136",12,TRUE,FALSE,3,6,2,".750",158,"Milwaukee Brewers","/api/v1/teams/158",32,"American Family Field","/api/v1/venues/32","/api/v1/game/746003/content",NA,NA,NA
745198,"a781e367-9a51-4334-93ba-3099743625c8","/api/v1.1/game/745198/feed/live","R","2024","2024-04-07T18:15:00Z","2024-04-07",NA,NA,FALSE,1,TRUE,"N","P","N","14-745198-2024-04-07","2024","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",10,TRUE,FALSE,3,1,9,".100",146,"Miami Marlins","/api/v1/teams/146",3,FALSE,FALSE,3,5,5,".500",138,"St. Louis Cardinals","/api/v1/teams/138",2889,"Busch Stadium","/api/v1/venues/2889","/api/v1/game/745198/content",NA,NA,NA
746895,"77a0670f-1817-4975-ab66-df47a0ae626c","/api/v1.1/game/746895/feed/live","R","2024","2024-04-07T18:20:00Z","2024-04-07",NA,NA,FALSE,1,TRUE,"N","P","N","14-746895-2024-04-07","2024","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",1,FALSE,FALSE,4,8,4,".667",119,"Los Angeles Dodgers","/api/v1/teams/119",8,TRUE,FALSE,3,6,3,".667",112,"Chicago Cubs","/api/v1/teams/112",17,"Wrigley Field","/api/v1/venues/17","/api/v1/game/746895/content",NA,NA,NA
746574,"3d0d2d1e-7348-439c-994e-b49e82008284","/api/v1.1/game/746574/feed/live","R","2024","2024-04-07T19:10:00Z","2024-04-07",NA,NA,FALSE,1,TRUE,"N","P","N","14-746574-2024-04-07","2024","day",NA,9,FALSE,120,3,3,"Regular Season","S","N","Normal Game","Final","F","Final","F",FALSE,"F",3,TRUE,FALSE,3,5,5,".500",139,"Tampa Bay Rays","/api/v1/teams/139",2,FALSE,FALSE,3,2,8,".200",115,"Colorado Rockies","/api/v1/teams/115",19,"Coors Field","/api/v1/venues/19","/api/v1/game/746574/content",NA,NA,NA
