"Team","PA","HR","R","RBI","SB","BB.","K.","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC.","EV","BsR","Off","Def","WAR","LD.","GB.","FB.","HR.FB","O.Swing.","SwStr.","Barrel.","HardHit.","Date"
"Red Sox",47,0,13,13,0,0.149,0.191,0.2,0.548,0.425,0.511,0.625,0.484,210,90.5,-0.1,6.3,-0.3,0.7,0.387,0.29,0.323,0,0.286,0.11,0.032,0.419,2020-07-25
"Dodgers",89,3,17,16,1,0.146,0.101,0.216,0.349,0.338,0.438,0.554,0.423,171,88.6,-0.5,7.5,-0.4,1,0.288,0.424,0.288,0.158,0.206,0.067,0.076,0.364,2020-07-25
"Cardinals",34,3,5,5,0,0.088,0.265,0.355,0.316,0.29,0.353,0.645,0.412,163,83.7,-0.4,2.3,0.2,0.4,0.136,0.455,0.409,0.333,0.267,0.122,0.091,0.318,2020-07-25
"Reds",37,2,7,7,1,0.108,0.108,0.226,0.28,0.29,0.405,0.516,0.398,151,89.4,-0.1,2.2,-0.2,0.4,0.296,0.37,0.333,0.222,0.247,0.081,0.037,0.333,2020-07-25
"Yankees",26,1,4,4,0,0.154,0.423,0.182,0.5,0.273,0.385,0.455,0.367,140,89.2,0,1.1,0,0.2,0.3,0.5,0.2,0.5,0.273,0.202,0.091,0.364,2020-07-25
"Athletics",41,2,7,7,0,0.171,0.268,0.273,0.25,0.212,0.366,0.485,0.366,138,93.7,0,1.8,0.3,0.3,0.273,0.091,0.636,0.143,0.3,0.142,0.227,0.682,2020-07-25
"Twins",43,2,10,10,0,0.116,0.209,0.162,0.333,0.297,0.372,0.459,0.358,129,88,-0.1,1.4,0,0.3,0.138,0.517,0.345,0.2,0.295,0.143,0.034,0.31,2020-07-25
"Astros",39,1,8,8,0,0.103,0.128,0.171,0.31,0.286,0.359,0.457,0.353,130,87.8,-0.1,1.3,-0.3,0.2,0.2,0.4,0.4,0.083,0.326,0.087,0.033,0.333,2020-07-25
"Padres",37,0,7,7,2,0.189,0.216,0.1,0.364,0.267,0.405,0.367,0.352,123,87.6,0.4,1.5,0,0.3,0.227,0.318,0.455,0,0.218,0.089,0.136,0.455,2020-07-25
"White Sox",38,1,5,4,0,0.079,0.211,0.171,0.308,0.257,0.316,0.429,0.321,110,85.7,0,0.2,-0.1,0.2,0.296,0.37,0.333,0.111,0.418,0.145,0.111,0.37,2020-07-25
"Marlins",38,1,5,4,1,0.079,0.237,0.147,0.32,0.265,0.316,0.412,0.312,99,NA,-0.3,-0.4,-0.1,0,0.231,0.5,0.269,0.143,0.376,0.119,NA,NA,2020-07-25
"Rays",42,1,4,4,0,0.19,0.214,0.182,0.174,0.152,0.333,0.333,0.307,98,86.3,0,-0.2,0.2,0.1,0.125,0.5,0.375,0.111,0.312,0.132,0.042,0.292,2020-07-25
"Blue Jays",39,1,6,6,0,0.077,0.282,0.147,0.333,0.265,0.308,0.412,0.304,93,85.4,-0.1,-0.6,-0.5,0,0.208,0.292,0.5,0.083,0.329,0.117,0.04,0.32,2020-07-25
"Orioles",34,1,2,2,0,0.029,0.235,0.194,0.227,0.194,0.265,0.387,0.283,80,86.9,0,-1,-0.3,0,0.13,0.609,0.261,0.167,0.325,0.096,0.087,0.391,2020-07-25
"Cubs",30,2,3,3,0,0.033,0.233,0.25,0.158,0.179,0.233,0.429,0.28,78,91.6,0.1,-1,0.2,0.1,0.095,0.571,0.333,0.286,0.296,0.101,0.143,0.429,2020-07-25
"Angels",44,1,3,3,0,0.136,0.182,0.083,0.214,0.194,0.318,0.278,0.267,72,84.4,-0.1,-1.7,-0.4,0,0.172,0.483,0.345,0.1,0.224,0.081,0.069,0.207,2020-07-25
"Indians",33,0,2,2,0,0.091,0.091,0.071,0.2,0.179,0.303,0.25,0.263,61,85.2,-0.1,-1.7,0.3,0,0.08,0.52,0.4,0,0.276,0.079,0,0.32,2020-07-25
"Mets",29,1,1,1,0,0,0.138,0.143,0.217,0.214,0.241,0.357,0.258,65,89.5,-0.2,-1.6,-0.2,-0.1,0.208,0.458,0.333,0.125,0.392,0.108,0.083,0.375,2020-07-25
"Diamondbacks",33,1,2,2,0,0.03,0.212,0.125,0.25,0.219,0.242,0.344,0.252,59,83.7,0.1,-1.9,0.1,-0.1,0.24,0.44,0.32,0.125,0.453,0.11,0.04,0.36,2020-07-25
"Mariners",32,2,2,2,0,0.031,0.313,0.226,0.158,0.161,0.188,0.387,0.239,55,86.6,0,-1.9,-0.2,-0.1,0.095,0.571,0.333,0.286,0.288,0.142,0.095,0.333,2020-07-25
"Phillies",34,1,2,1,0,0.088,0.235,0.097,0.182,0.161,0.235,0.258,0.224,41,NA,0,-2.8,-0.2,-0.2,0.13,0.522,0.348,0.125,0.37,0.137,NA,NA,2020-07-25
"Pirates",35,0,4,4,0,0,0.171,0.029,0.276,0.229,0.229,0.257,0.212,32,83.2,0,-3.2,0.4,-0.1,0.345,0.414,0.241,0,0.43,0.163,0,0.172,2020-07-25
"Royals",35,0,0,0,1,0.057,0.514,0,0.333,0.133,0.257,0.133,0.203,29,89.2,-0.2,-3.7,-0.2,-0.2,0.25,0.333,0.417,0,0.316,0.146,0,0.5,2020-07-25
"Rockies",36,0,0,0,1,0.167,0.389,0.033,0.188,0.1,0.25,0.133,0.2,14,84.7,0.3,-4.1,0,-0.3,0.25,0.188,0.563,0,0.262,0.118,0.063,0.313,2020-07-25
"Rangers",31,0,1,1,0,0.097,0.194,0.143,0.136,0.107,0.194,0.25,0.198,24,92.9,-0.1,-3.5,-0.3,-0.3,0.273,0.364,0.364,0,0.309,0.129,0,0.5,2020-07-25
"Giants",65,1,2,2,0,0.015,0.262,0.048,0.239,0.19,0.2,0.238,0.191,20,82.5,-0.1,-7,-1.4,-0.6,0.174,0.478,0.348,0.063,0.379,0.135,0.021,0.234,2020-07-25
"Nationals",18,1,1,1,0,0.056,0.278,0.188,0,0.063,0.167,0.25,0.189,20,88.5,0,-2.1,-0.3,-0.2,0.182,0.091,0.727,0.125,0.289,0.12,0.091,0.455,2020-07-25
"Tigers",31,1,1,1,0,0.097,0.419,0.107,0.143,0.107,0.194,0.214,0.188,18,84,0,-3.5,-0.2,-0.2,0.2,0.467,0.333,0.2,0.313,0.165,0.067,0.333,2020-07-25
"Braves",32,0,0,0,0,0.063,0.469,0.033,0.2,0.1,0.156,0.133,0.138,-16,90.1,-0.2,-5.2,-0.1,-0.4,0.267,0.4,0.333,0,0.316,0.235,0.067,0.4,2020-07-25
"Brewers",30,0,0,0,0,0,0.3,0,0.143,0.1,0.1,0.1,0.088,-43,83.8,-0.2,-6.1,0,-0.5,0.143,0.619,0.238,0,0.411,0.184,0,0.095,2020-07-25
"White Sox",80,6,15,14,0,0.088,0.238,0.301,0.354,0.315,0.375,0.616,0.415,169,88.3,0,6.9,-0.2,1,0.241,0.463,0.296,0.375,0.385,0.136,0.148,0.444,2020-07-26
"Dodgers",128,4,21,20,1,0.117,0.117,0.196,0.337,0.318,0.417,0.514,0.401,157,88.5,-0.7,8.6,-0.6,1.2,0.29,0.387,0.323,0.133,0.208,0.071,0.117,0.383,2020-07-26
"Red Sox",86,1,15,15,0,0.081,0.233,0.143,0.446,0.338,0.407,0.481,0.386,143,91.1,-0.1,4.4,-0.8,0.6,0.333,0.404,0.263,0.067,0.327,0.124,0.035,0.439,2020-07-26
"Astros",75,3,15,15,1,0.093,0.107,0.197,0.309,0.303,0.387,0.5,0.383,148,87.6,0.1,4.6,-0.6,0.6,0.224,0.362,0.414,0.125,0.277,0.091,0.034,0.31,2020-07-26
"Cardinals",73,4,14,14,1,0.068,0.219,0.258,0.326,0.288,0.356,0.545,0.381,142,83.1,-0.2,3.7,0.4,0.7,0.18,0.38,0.44,0.182,0.329,0.109,0.08,0.24,2020-07-26
"Reds",76,5,11,11,2,0.145,0.118,0.254,0.204,0.238,0.368,0.492,0.371,130,90.9,-0.5,2.4,-0.5,0.5,0.204,0.463,0.333,0.278,0.21,0.081,0.056,0.37,2020-07-26
"Padres",73,2,12,12,4,0.192,0.288,0.186,0.361,0.254,0.397,0.441,0.37,135,88.9,0.3,3.5,-0.2,0.6,0.211,0.263,0.526,0.1,0.221,0.085,0.184,0.421,2020-07-26
"Nationals",56,4,10,9,0,0.036,0.196,0.321,0.263,0.264,0.304,0.585,0.368,130,88.4,-0.1,1.9,-0.9,0.2,0.167,0.262,0.571,0.167,0.379,0.117,0.071,0.381,2020-07-26
"Phillies",72,5,9,8,0,0.167,0.181,0.25,0.167,0.2,0.333,0.45,0.34,113,93.3,-0.4,0.6,-0.4,0.2,0.111,0.444,0.444,0.25,0.284,0.125,0.064,0.277,2020-07-26
"Twins",78,3,13,13,0,0.09,0.179,0.129,0.259,0.243,0.308,0.371,0.297,87,88.6,-0.1,-1.5,0,0.2,0.14,0.561,0.298,0.176,0.289,0.122,0.035,0.333,2020-07-26
"Yankees",64,2,6,6,0,0.094,0.281,0.155,0.289,0.224,0.297,0.379,0.296,88,91,0,-1.1,-0.1,0,0.231,0.513,0.256,0.2,0.23,0.127,0.075,0.4,2020-07-26
"Athletics",75,2,8,8,2,0.107,0.253,0.154,0.25,0.2,0.307,0.354,0.295,88,88.8,0.3,-0.8,0.4,0.2,0.304,0.174,0.522,0.083,0.324,0.136,0.109,0.413,2020-07-26
"Mariners",68,3,4,4,0,0.059,0.294,0.25,0.244,0.203,0.25,0.453,0.294,90,86.4,0.2,-0.8,-0.3,0.1,0.091,0.614,0.295,0.231,0.271,0.13,0.114,0.364,2020-07-26
"Tigers",71,4,7,7,0,0.056,0.423,0.194,0.333,0.224,0.268,0.418,0.293,86,82.3,-0.1,-1.7,-0.5,0.1,0.162,0.486,0.351,0.308,0.38,0.198,0.081,0.27,2020-07-26
"Cubs",69,3,6,6,0,0.087,0.261,0.183,0.205,0.183,0.29,0.367,0.291,83,91.2,0.2,-1.6,0.3,0.2,0.143,0.571,0.286,0.25,0.317,0.129,0.095,0.429,2020-07-26
"Orioles",73,1,9,8,0,0.041,0.178,0.132,0.278,0.235,0.288,0.368,0.286,78,84.2,0.1,-2,-0.5,-0.1,0.273,0.491,0.236,0.077,0.385,0.107,0.055,0.291,2020-07-26
"Rays",74,1,8,7,0,0.162,0.203,0.148,0.2,0.164,0.311,0.311,0.286,84,88,0,-1.7,0.4,0.1,0.152,0.478,0.37,0.059,0.263,0.112,0.043,0.348,2020-07-26
"Blue Jays",76,2,7,7,0,0.066,0.211,0.116,0.283,0.246,0.289,0.362,0.282,78,85.2,-0.2,-2.5,-0.5,-0.1,0.222,0.389,0.389,0.095,0.355,0.114,0.036,0.309,2020-07-26
"Marlins",70,1,6,5,1,0.086,0.229,0.095,0.298,0.238,0.3,0.333,0.28,77,84.1,-0.3,-2.4,-0.2,-0.1,0.208,0.542,0.25,0.083,0.391,0.135,0,0.083,2020-07-26
"Mets",71,1,4,4,1,0.028,0.211,0.108,0.275,0.231,0.268,0.338,0.262,66,89,-0.2,-3.4,-0.6,-0.2,0.25,0.404,0.346,0.056,0.372,0.137,0.077,0.365,2020-07-26
"Brewers",72,2,8,8,0,0.028,0.278,0.147,0.261,0.206,0.25,0.353,0.261,59,87.9,-0.5,-4.3,0.1,-0.1,0.277,0.447,0.277,0.154,0.372,0.169,0.083,0.292,2020-07-26
"Rangers",72,0,3,3,0,0.125,0.194,0.097,0.229,0.177,0.292,0.274,0.261,55,89.4,-0.5,-4.7,-0.6,-0.3,0.277,0.319,0.404,0,0.291,0.098,0,0.438,2020-07-26
"Angels",77,2,7,7,0,0.091,0.182,0.132,0.208,0.191,0.273,0.324,0.259,63,85.8,-0.1,-3.7,-0.3,-0.1,0.164,0.473,0.364,0.1,0.256,0.077,0.055,0.291,2020-07-26
"Giants",103,2,7,6,0,0.049,0.291,0.083,0.262,0.198,0.243,0.281,0.232,46,85.3,-0.5,-7.8,-1.7,-0.6,0.182,0.515,0.303,0.1,0.366,0.152,0.03,0.284,2020-07-26
"Diamondbacks",66,1,3,3,0,0.03,0.273,0.109,0.244,0.188,0.212,0.297,0.22,38,85.3,-0.3,-6.1,0.1,-0.3,0.239,0.5,0.261,0.083,0.416,0.127,0.022,0.348,2020-07-26
"Royals",70,2,3,3,1,0.043,0.357,0.113,0.194,0.145,0.217,0.258,0.214,31,90.4,-0.6,-7,-0.3,-0.4,0.184,0.342,0.474,0.111,0.321,0.139,0.077,0.333,2020-07-26
"Indians",72,0,4,3,0,0.097,0.25,0.032,0.205,0.145,0.264,0.177,0.212,23,86.6,-0.1,-7.1,0.4,-0.3,0.114,0.5,0.386,0,0.319,0.131,0,0.295,2020-07-26
"Braves",70,2,5,5,0,0.043,0.386,0.119,0.237,0.164,0.2,0.284,0.21,28,89,-0.2,-7,-0.2,-0.5,0.225,0.425,0.35,0.143,0.333,0.185,0.075,0.4,2020-07-26
"Rockies",74,0,3,3,2,0.122,0.311,0.031,0.22,0.141,0.247,0.172,0.205,16,82.9,0.6,-8.1,0.1,-0.5,0.195,0.341,0.463,0,0.299,0.104,0.095,0.262,2020-07-26
"Pirates",68,0,5,5,0,0.029,0.191,0.015,0.212,0.169,0.206,0.185,0.179,10,84.3,0.1,-8,0.5,-0.4,0.288,0.462,0.25,0,0.412,0.133,0,0.269,2020-07-26
"White Sox",117,7,17,16,0,0.103,0.248,0.257,0.319,0.276,0.35,0.533,0.374,141,87.1,0,5.9,-0.2,1.1,0.224,0.447,0.329,0.28,0.355,0.127,0.118,0.395,2020-07-27
"Astros",115,3,21,21,1,0.104,0.174,0.18,0.338,0.29,0.383,0.47,0.371,140,87.5,0,5.7,-1,0.9,0.25,0.363,0.388,0.097,0.264,0.103,0.038,0.325,2020-07-27
"Dodgers",166,4,22,21,2,0.108,0.139,0.156,0.322,0.291,0.388,0.447,0.366,133,88.7,-0.6,6.5,-0.9,1.1,0.252,0.403,0.345,0.098,0.206,0.08,0.108,0.408,2020-07-27
"Phillies",119,6,15,13,0,0.16,0.151,0.24,0.237,0.24,0.361,0.48,0.362,127,91.9,-0.4,3.6,-0.7,0.6,0.138,0.388,0.475,0.158,0.276,0.098,0.085,0.293,2020-07-27
"Twins",124,7,27,27,0,0.089,0.169,0.218,0.277,0.273,0.347,0.491,0.358,128,89.1,-0.2,3.9,0.1,0.9,0.189,0.467,0.344,0.226,0.28,0.122,0.044,0.344,2020-07-27
"Marlins",114,5,17,16,1,0.088,0.211,0.228,0.301,0.267,0.342,0.495,0.356,127,88.7,-0.3,3.6,0.1,0.6,0.218,0.436,0.346,0.185,0.353,0.124,0.038,0.231,2020-07-27
"Red Sox",120,3,19,19,0,0.058,0.217,0.162,0.366,0.297,0.35,0.459,0.35,118,89,-0.1,2.5,-0.8,0.5,0.247,0.459,0.294,0.12,0.318,0.125,0.024,0.365,2020-07-27
"Cubs",109,6,15,15,0,0.092,0.275,0.242,0.271,0.232,0.33,0.474,0.346,116,92.5,0.3,2.5,0.5,0.8,0.2,0.431,0.369,0.25,0.308,0.123,0.108,0.462,2020-07-27
"Padres",115,3,15,15,7,0.2,0.278,0.163,0.316,0.228,0.383,0.391,0.345,119,88.3,0.9,3.4,0,0.7,0.233,0.3,0.467,0.107,0.224,0.09,0.167,0.367,2020-07-27
"Nationals",92,5,12,11,0,0.065,0.207,0.262,0.267,0.25,0.315,0.512,0.341,108,89.3,-1.1,-0.2,-1.6,0.1,0.154,0.4,0.446,0.172,0.335,0.115,0.062,0.4,2020-07-27
"Braves",118,6,19,19,0,0.068,0.28,0.245,0.31,0.255,0.305,0.5,0.34,111,89.2,-0.3,1.3,-0.4,0.4,0.25,0.342,0.408,0.194,0.313,0.155,0.13,0.39,2020-07-27
"Reds",114,5,13,13,3,0.132,0.193,0.189,0.235,0.221,0.351,0.411,0.338,108,89.2,-0.4,0.7,-0.9,0.5,0.192,0.411,0.397,0.172,0.245,0.108,0.055,0.329,2020-07-27
"Orioles",116,3,16,15,0,0.095,0.147,0.178,0.28,0.257,0.339,0.436,0.335,110,85.3,-0.3,1.1,-1.1,0.3,0.31,0.393,0.298,0.12,0.367,0.107,0.058,0.279,2020-07-27
"Cardinals",105,4,15,15,1,0.076,0.248,0.189,0.308,0.253,0.324,0.442,0.33,109,85.5,-0.2,0.9,0.6,0.6,0.188,0.377,0.435,0.133,0.327,0.12,0.072,0.319,2020-07-27
"Mariners",112,3,11,11,2,0.08,0.241,0.198,0.296,0.238,0.313,0.436,0.322,108,87.2,0.7,1.7,-0.7,0.5,0.176,0.541,0.284,0.143,0.249,0.11,0.081,0.378,2020-07-27
"Rays",115,2,14,13,0,0.157,0.2,0.188,0.225,0.188,0.322,0.375,0.309,98,89.2,0,-0.2,0.6,0.3,0.178,0.466,0.356,0.077,0.255,0.113,0.055,0.37,2020-07-27
"Athletics",108,3,14,13,2,0.12,0.222,0.14,0.258,0.215,0.324,0.355,0.304,96,87.7,-0.1,-0.7,0.6,0.4,0.29,0.232,0.478,0.091,0.321,0.118,0.087,0.377,2020-07-27
"Indians",111,2,13,11,0,0.099,0.216,0.105,0.286,0.232,0.333,0.337,0.299,83,88.6,-0.9,-3.4,0.6,0.2,0.153,0.472,0.375,0.074,0.277,0.109,0.028,0.333,2020-07-27
"Blue Jays",122,2,12,11,2,0.074,0.221,0.082,0.333,0.273,0.32,0.355,0.295,86,85.9,0.1,-2.1,-1,0,0.259,0.4,0.341,0.069,0.348,0.11,0.023,0.314,2020-07-27
"Yankees",99,4,9,9,0,0.091,0.303,0.167,0.25,0.2,0.273,0.367,0.275,77,92.1,0.1,-3.1,-0.4,-0.1,0.237,0.492,0.271,0.25,0.245,0.129,0.083,0.45,2020-07-27
"Tigers",105,6,10,10,1,0.076,0.438,0.196,0.267,0.186,0.248,0.381,0.271,70,83,0,-4.2,-0.6,0,0.176,0.471,0.353,0.333,0.358,0.193,0.078,0.255,2020-07-27
"Mets",109,1,5,5,1,0.046,0.193,0.092,0.256,0.214,0.275,0.306,0.258,64,88.4,-0.5,-5.6,-0.5,-0.3,0.228,0.405,0.367,0.034,0.32,0.112,0.063,0.342,2020-07-27
"Angels",113,3,11,11,1,0.062,0.159,0.117,0.226,0.214,0.265,0.33,0.256,62,85.8,0,-5.3,-0.5,-0.2,0.126,0.46,0.414,0.083,0.278,0.075,0.057,0.276,2020-07-27
"Rangers",105,1,5,5,0,0.114,0.21,0.109,0.217,0.174,0.276,0.283,0.255,50,88,-0.5,-7.2,-1,-0.4,0.209,0.388,0.403,0.037,0.296,0.108,0.014,0.371,2020-07-27
"Giants",142,2,10,9,2,0.07,0.239,0.062,0.274,0.215,0.275,0.277,0.249,56,86,-0.2,-8.2,-2,-0.5,0.24,0.469,0.292,0.071,0.348,0.144,0.021,0.258,2020-07-27
"Diamondbacks",105,1,7,6,0,0.086,0.276,0.084,0.273,0.2,0.267,0.284,0.247,50,86.1,-0.7,-7.4,0.1,-0.3,0.254,0.493,0.254,0.059,0.382,0.128,0.015,0.284,2020-07-27
"Rockies",111,2,8,8,2,0.126,0.279,0.095,0.222,0.168,0.273,0.263,0.247,37,85.1,0.3,-8.8,0.1,-0.5,0.215,0.308,0.477,0.065,0.291,0.094,0.076,0.318,2020-07-27
"Brewers",107,2,9,9,1,0.065,0.262,0.113,0.224,0.175,0.252,0.289,0.243,48,88.1,-0.5,-7.8,0.1,-0.3,0.25,0.456,0.294,0.1,0.323,0.142,0.072,0.304,2020-07-27
"Pirates",104,2,10,10,0,0.048,0.192,0.093,0.224,0.196,0.24,0.289,0.233,45,86.7,-0.4,-8,0.4,-0.3,0.218,0.462,0.321,0.08,0.39,0.124,0.026,0.308,2020-07-27
"Royals",105,2,5,5,1,0.048,0.381,0.095,0.241,0.158,0.221,0.253,0.213,27,90.8,-0.8,-10.4,-0.5,-0.6,0.214,0.321,0.464,0.077,0.347,0.154,0.088,0.333,2020-07-27
"Astros",152,5,29,29,3,0.112,0.191,0.22,0.327,0.28,0.375,0.5,0.376,144,88.1,0.4,8.6,-1.3,1.2,0.252,0.359,0.388,0.125,0.261,0.097,0.039,0.33,2020-07-28
"Rays",157,7,28,26,1,0.153,0.223,0.282,0.27,0.237,0.363,0.519,0.375,143,88.7,0.3,8.6,0.6,1.3,0.188,0.448,0.365,0.2,0.264,0.117,0.104,0.375,2020-07-28
"White Sox",117,7,17,16,0,0.103,0.248,0.257,0.319,0.276,0.35,0.533,0.374,141,87.1,0,5.9,-0.2,1.1,0.224,0.447,0.329,0.28,0.355,0.127,0.118,0.395,2020-07-28
"Dodgers",166,4,22,21,2,0.108,0.139,0.156,0.322,0.291,0.388,0.447,0.366,133,88.7,-0.6,6.5,-0.9,1.1,0.252,0.403,0.345,0.098,0.206,0.08,0.108,0.408,2020-07-28
"Phillies",119,6,15,13,0,0.16,0.151,0.24,0.237,0.24,0.361,0.48,0.362,127,91.9,-0.4,3.6,-0.7,0.6,0.138,0.388,0.475,0.158,0.276,0.098,0.085,0.293,2020-07-28
"Twins",124,7,27,27,0,0.089,0.169,0.218,0.277,0.273,0.347,0.491,0.358,128,89.1,-0.2,3.9,0.1,0.9,0.189,0.467,0.344,0.226,0.28,0.122,0.044,0.344,2020-07-28
"Marlins",114,5,17,16,1,0.088,0.211,0.228,0.301,0.267,0.342,0.495,0.356,127,88.7,-0.3,3.6,0.1,0.6,0.218,0.436,0.346,0.185,0.353,0.124,0.038,0.231,2020-07-28
"Cubs",153,7,23,22,0,0.085,0.281,0.229,0.284,0.229,0.34,0.458,0.346,116,91.6,0.4,3.6,0.8,1.1,0.216,0.432,0.352,0.226,0.294,0.119,0.102,0.409,2020-07-28
"Padres",149,4,21,21,7,0.181,0.282,0.174,0.32,0.231,0.376,0.405,0.343,117,89.4,0.9,4,-0.2,0.9,0.205,0.359,0.436,0.118,0.221,0.087,0.139,0.392,2020-07-28
"Nationals",130,5,13,12,0,0.077,0.2,0.195,0.31,0.271,0.338,0.466,0.34,108,88.6,-1.2,0.1,-2.3,0.1,0.174,0.424,0.402,0.135,0.309,0.103,0.054,0.391,2020-07-28
"Red Sox",156,5,23,23,1,0.058,0.199,0.172,0.33,0.283,0.333,0.455,0.34,111,88.6,0.1,2.1,-0.9,0.5,0.214,0.5,0.286,0.156,0.321,0.12,0.035,0.351,2020-07-28
"Orioles",116,3,16,15,0,0.095,0.147,0.178,0.28,0.257,0.339,0.436,0.335,110,85.3,-0.3,1.1,-1.1,0.3,0.31,0.393,0.298,0.12,0.367,0.107,0.058,0.279,2020-07-28
"Reds",161,6,20,20,4,0.149,0.18,0.162,0.221,0.208,0.36,0.369,0.331,104,88.2,-0.3,0.5,-1.3,0.6,0.188,0.396,0.416,0.143,0.231,0.095,0.05,0.317,2020-07-28
"Cardinals",105,4,15,15,1,0.076,0.248,0.189,0.308,0.253,0.324,0.442,0.33,109,85.5,-0.2,0.9,0.6,0.6,0.188,0.377,0.435,0.133,0.327,0.12,0.072,0.319,2020-07-28
"Mariners",154,4,16,14,3,0.097,0.26,0.184,0.315,0.243,0.331,0.426,0.329,113,86.7,1,3.3,-0.8,0.8,0.188,0.51,0.302,0.138,0.258,0.12,0.083,0.365,2020-07-28
"Blue Jays",159,6,16,15,2,0.075,0.226,0.167,0.295,0.257,0.308,0.424,0.31,96,87,0.1,-0.9,-1.5,0.2,0.227,0.345,0.427,0.128,0.34,0.115,0.045,0.324,2020-07-28
"Braves",154,8,24,24,0,0.065,0.338,0.229,0.286,0.222,0.273,0.451,0.307,89,89.5,-0.3,-2.6,-0.6,0.1,0.242,0.352,0.407,0.216,0.324,0.162,0.141,0.38,2020-07-28
"Royals",152,8,19,19,1,0.072,0.303,0.222,0.244,0.207,0.285,0.43,0.306,90,90.5,-0.7,-2.7,-0.8,0.3,0.222,0.333,0.444,0.2,0.324,0.135,0.121,0.385,2020-07-28
"Indians",111,2,13,11,0,0.099,0.216,0.105,0.286,0.232,0.333,0.337,0.299,83,88.6,-0.9,-3.4,0.6,0.2,0.153,0.472,0.375,0.074,0.277,0.109,0.028,0.333,2020-07-28
"Athletics",141,4,17,16,2,0.113,0.255,0.139,0.265,0.213,0.312,0.352,0.296,89,88.2,0,-1.9,0.8,0.4,0.253,0.241,0.506,0.091,0.296,0.128,0.092,0.356,2020-07-28
"Mets",149,4,12,12,1,0.047,0.221,0.14,0.277,0.235,0.289,0.375,0.288,83,88.3,-1.1,-4.3,-0.8,-0.1,0.219,0.419,0.362,0.105,0.337,0.13,0.076,0.352,2020-07-28
"Tigers",146,8,16,16,1,0.082,0.377,0.203,0.268,0.203,0.267,0.406,0.288,80,84.2,-0.1,-4,-0.8,0.2,0.152,0.532,0.316,0.32,0.339,0.172,0.063,0.291,2020-07-28
"Yankees",99,4,9,9,0,0.091,0.303,0.167,0.25,0.2,0.273,0.367,0.275,77,92.1,0.1,-3.1,-0.4,-0.1,0.237,0.492,0.271,0.25,0.245,0.129,0.083,0.45,2020-07-28
"Brewers",156,2,15,15,1,0.083,0.244,0.101,0.263,0.201,0.288,0.302,0.267,63,88,-1.2,-8.6,0.1,-0.1,0.26,0.45,0.29,0.069,0.293,0.124,0.05,0.287,2020-07-28
"Angels",151,3,11,11,1,0.066,0.199,0.101,0.262,0.225,0.278,0.326,0.263,66,86.3,0,-6.4,-0.8,-0.2,0.164,0.445,0.391,0.07,0.299,0.088,0.045,0.245,2020-07-28
"Rangers",105,1,5,5,0,0.114,0.21,0.109,0.217,0.174,0.276,0.283,0.255,50,88,-0.5,-7.2,-1,-0.4,0.209,0.388,0.403,0.037,0.296,0.108,0.014,0.371,2020-07-28
"Giants",142,2,10,9,2,0.07,0.239,0.062,0.274,0.215,0.275,0.277,0.249,56,86,-0.2,-8.2,-2,-0.5,0.24,0.469,0.292,0.071,0.348,0.144,0.021,0.258,2020-07-28
"Rockies",111,2,8,8,2,0.126,0.279,0.095,0.222,0.168,0.273,0.263,0.247,37,85.1,0.3,-8.8,0.1,-0.5,0.215,0.308,0.477,0.065,0.291,0.094,0.076,0.318,2020-07-28
"Diamondbacks",142,1,9,8,0,0.085,0.246,0.07,0.258,0.195,0.268,0.266,0.242,47,86.5,-0.6,-10.3,0.2,-0.5,0.223,0.489,0.287,0.037,0.371,0.126,0.011,0.298,2020-07-28
"Pirates",145,4,15,14,0,0.076,0.221,0.114,0.196,0.174,0.241,0.288,0.236,45,86.2,-0.8,-11.1,0.4,-0.4,0.198,0.495,0.307,0.129,0.339,0.127,0.04,0.297,2020-07-28
"Phillies",119,6,15,13,0,0.16,0.151,0.24,0.237,0.24,0.361,0.48,0.362,127,91.9,-0.4,3.6,-0.7,0.6,0.138,0.388,0.475,0.158,0.276,0.098,0.085,0.293,2020-07-29
"Cubs",194,10,31,30,0,0.082,0.273,0.25,0.302,0.25,0.345,0.5,0.361,126,90.6,0.5,6.8,0.9,1.6,0.198,0.422,0.379,0.227,0.292,0.125,0.103,0.405,2020-07-29
"Marlins",114,5,17,16,1,0.088,0.211,0.228,0.301,0.267,0.342,0.495,0.356,127,88.7,-0.3,3.6,0.1,0.6,0.218,0.436,0.346,0.185,0.353,0.124,0.038,0.231,2020-07-29
"Dodgers",209,4,27,25,2,0.115,0.134,0.129,0.32,0.287,0.385,0.416,0.354,126,88.7,-0.7,6.1,-1.2,1.2,0.252,0.437,0.311,0.085,0.19,0.079,0.099,0.401,2020-07-29
"Rays",190,7,33,30,2,0.142,0.226,0.23,0.279,0.236,0.353,0.466,0.353,128,88.6,0.4,7.1,0.6,1.2,0.186,0.475,0.339,0.175,0.27,0.123,0.085,0.347,2020-07-29
"White Sox",193,10,23,22,0,0.073,0.259,0.225,0.322,0.27,0.326,0.494,0.349,124,86.4,0,5.8,-0.2,1.4,0.227,0.445,0.328,0.238,0.358,0.136,0.102,0.367,2020-07-29
