"Team","G","IP","K.","BB.","HR.9","BABIP","LOB.","GB.","LD.","FB.","HR.FB","EV","WHIP","ERA","FIP","xFIP","SIERA","WAR","O.Swing.","F.Strike.","SwStr.","Zone.","Barrel.","HardHit.","Date","url"
"KCR",4,3.2,0.278,0.167,0,0.4,1,0.2,0.4,0.4,0,98,1.91,0,3.72,5.1,4.57,0,0.222,0.5,0.145,0.408,0.1,0.7,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"MIN",4,3.2,0.25,0.167,0,0,1,0.429,0.143,0.429,0,90.7,0.55,0,3.99,5.03,4.81,0,0.348,0.5,0.167,0.452,0,0.429,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"NYY",3,3,0.455,0.091,0,0.2,1,0.4,0.2,0.4,0,90,0.67,0,1.66,2.51,1.81,0.1,0.429,0.545,0.107,0.352,0,0.2,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"OAK",4,4,0.313,0.188,0,0.125,1,0.25,0.125,0.625,0,93.2,1,0,3.74,5.33,4.6,0.1,0.34,0.375,0.107,0.361,0,0.5,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"SEA",3,3,0.25,0,0,0.333,1,0.444,0.111,0.444,0,82.3,1,0,1.99,3.69,2.84,0.1,0.316,0.333,0.178,0.578,0,0.333,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"TBR",3,3,0,0.154,0,0.182,1,0.455,0.273,0.273,0,88.7,1.33,0,5.99,7.26,7.71,-0.1,0.32,0.692,0.114,0.419,0,0.364,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"CHC",3,3,0.364,0.182,0,0.2,1,0.4,0,0.6,0,89.1,1,0,3.33,4.6,3.86,0,0.409,0.727,0.163,0.488,0,0.4,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"COL",3,3,0.417,0.083,0,0.333,1,0.5,0.167,0.333,0,89.8,1,0,1.66,2.51,2.01,0.1,0.24,0.417,0.065,0.457,0,0.333,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"LAD",3,3,0.222,0,0,0,1,0.143,0,0.857,0,84,0,0,2.66,5.2,5.31,0,0.368,0.556,0.171,0.457,0.143,0.143,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"MIL",3,3,0.167,0.083,0,0.222,1,0.667,0.111,0.222,0,87.6,1,0,3.66,4.51,3.75,0,0.316,0.75,0.108,0.486,0,0.333,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"NYM",3,3,0.6,0,0,0.25,1,0.25,0.25,0.5,0,85.6,0.33,0,-0.01,0.84,0.1,0.2,0.344,0.6,0.13,0.304,0,0.25,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"PIT",4,4.1,0.438,0.125,0,0.286,1,0.571,0,0.429,0,87,0.92,0,2.15,3.03,2.37,0.2,0.317,0.5,0.2,0.369,0,0.429,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"ATL",5,5.2,0.12,0.16,0,0.222,0.875,0.667,0.167,0.167,0,88.5,1.41,1.59,5.05,5.72,5.39,-0.1,0.35,0.72,0.139,0.4,0,0.389,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"WSN",4,6,0.154,0.115,0,0.263,0.625,0.474,0.211,0.316,0,94.2,1.33,3,4.16,5.43,5.06,0.1,0.225,0.615,0.109,0.545,0.158,0.421,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"CIN",5,5.2,0.13,0.261,0,0.071,0.714,0.333,0.25,0.417,0,83.6,1.24,3.18,6.11,7.23,8.14,-0.1,0.258,0.609,0.116,0.347,0,0.143,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"TEX",4,5.1,0.25,0.083,0,0.375,0.75,0.5,0,0.5,0,85,1.5,3.38,2.87,4.77,3.65,0.1,0.377,0.625,0.148,0.398,0.125,0.375,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"CHW",3,2.2,0.273,0.182,3.38,0.2,1,0.667,0.167,0.167,1,94.4,1.5,3.38,8.87,4.47,4.42,-0.2,0.412,0.636,0.127,0.382,0,0.667,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"DET",3,2.2,0.182,0.091,3.38,0.286,1,0.75,0,0.25,0.5,90.3,1.5,3.38,8.49,4.57,3.56,-0.1,0.28,0.727,0.113,0.528,0.125,0.375,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"SFG",2,2,0.4,0,0,0.667,0.75,0.333,0.333,0.333,0,89.9,2,4.5,-0.01,1.26,1.4,0.1,0.353,0.6,0.206,0.5,0.167,0.667,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"MIA",4,3.1,0.176,0.059,0,0.417,0.714,0.636,0.273,0.091,0,87.3,1.8,5.4,3.99,4.37,3.24,0,0.286,0.529,0.115,0.426,0,0.417,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"TOR",7,5.2,0.192,0.154,0,0.353,0.6,0.625,0.313,0.063,0,92.2,1.76,6.35,4.35,4.57,4.51,0,0.22,0.615,0.126,0.379,0.059,0.412,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"HOU",4,4,0.263,0.053,2.25,0.333,0.652,0.583,0.083,0.333,0.25,93.5,1.5,6.75,5.49,3.51,2.93,-0.1,0.364,0.526,0.183,0.45,0,0.538,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"SDP",3,4.2,0.333,0,5.79,0.615,1,0.5,0.125,0.375,0.5,87.1,2.36,7.71,8.92,2.2,1.9,-0.3,0.5,0.542,0.128,0.319,0.188,0.5,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"BOS",5,5.2,0.133,0.167,0,0.45,0.667,0.421,0.368,0.211,0,88.3,2.47,7.94,5.76,6.65,6.09,-0.1,0.262,0.567,0.044,0.414,0.05,0.55,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"STL",5,5.2,0.179,0.107,0,0.45,0.583,0.6,0.2,0.2,0,84.6,2.12,7.94,3.82,4.71,4.15,0,0.4,0.607,0.096,0.474,0,0.45,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"ARI",4,3.1,0.294,0.118,2.7,0.556,0.758,0.2,0.5,0.3,0.333,93.5,2.4,8.1,6.69,3.94,3.63,-0.1,0.279,0.529,0.129,0.377,0.1,0.4,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"BAL",5,4,0.3,0.1,0,0.455,0.375,0.545,0.273,0.182,0,88.9,1.75,9,3.24,3.88,3.05,0.1,0.404,0.75,0.16,0.365,0,0.455,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"LAA",3,2,0.2,0.1,0,0.571,0.6,0.571,0.143,0.286,0,96.6,2.5,9,3.49,4.76,4.08,0.1,0.15,0.6,0.095,0.524,0,0.714,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"PHI",5,4.1,0.19,0.19,2.08,0.417,0.465,0.385,0.154,0.462,0.167,85.5,2.31,10.38,7.92,6.67,5.97,-0.2,0.292,0.429,0.137,0.294,0.154,0.308,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"CLE",3,2,0.222,0.111,4.5,0,0,0.2,0,0.8,0.25,92,1,13.5,11.49,7.53,5.08,-0.2,0.345,0.667,0.047,0.31,0.2,0.4,2023-03-31,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-24&enddate=2023-03-30"
"KCR",4,3.2,0.278,0.167,0,0.4,1,0.3,0.3,0.4,0,98,1.91,0,3.16,4.83,4.29,0,0.222,0.5,0.145,0.408,0.1,0.7,2023-04-01,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-25&enddate=2023-03-31"
"MIN",4,3.2,0.25,0.167,0,0,1,0.429,0,0.571,0,90.7,0.55,0,3.43,5.1,4.64,0,0.348,0.5,0.167,0.452,0,0.429,2023-04-01,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-25&enddate=2023-03-31"
"NYY",3,3,0.455,0.091,0,0.2,1,0.4,0.2,0.4,0,90,0.67,0,1.1,2.12,1.58,0.1,0.429,0.545,0.107,0.364,0,0.2,2023-04-01,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-25&enddate=2023-03-31"
"OAK",4,4,0.313,0.188,0,0.125,1,0.25,0.125,0.625,0,93.2,1,0,3.18,5.1,4.38,0.1,0.34,0.375,0.107,0.361,0,0.5,2023-04-01,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-25&enddate=2023-03-31"
"TBR",3,3,0,0.154,0,0.182,1,0.455,0.182,0.364,0,88.7,1.33,0,5.43,7.47,7.69,-0.1,0.32,0.692,0.114,0.432,0,0.364,2023-04-01,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-25&enddate=2023-03-31"
"CHC",3,3,0.364,0.182,0,0.2,1,0.4,0,0.6,0,89.1,1,0,2.77,4.3,3.63,0,0.409,0.727,0.163,0.488,0,0.4,2023-04-01,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-25&enddate=2023-03-31"
"MIL",3,3,0.167,0.083,0,0.222,1,0.667,0.111,0.222,0,87.6,1,0,3.1,4.12,3.53,0,0.316,0.75,0.108,0.486,0,0.333,2023-04-01,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-25&enddate=2023-03-31"
"PIT",4,4.1,0.438,0.125,0,0.286,1,0.571,0,0.429,0,87,0.92,0,1.59,2.65,2.15,0.3,0.317,0.5,0.2,0.369,0,0.429,2023-04-01,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-25&enddate=2023-03-31"
"SEA",6,8.2,0.098,0.073,0,0.353,0.733,0.471,0.235,0.294,0,85.5,1.73,1.04,3.55,5.32,4.91,0.1,0.354,0.537,0.162,0.464,0,0.382,2023-04-01,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-25&enddate=2023-03-31"
"COL",6,6,0.375,0.083,0,0.308,0.833,0.333,0.25,0.417,0,79.9,1,1.5,1.43,2.71,2.16,0.2,0.296,0.542,0.071,0.455,0,0.154,2023-04-01,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-25&enddate=2023-03-31"
"NYM",5,6,0.286,0,1.5,0.143,1,0.4,0.067,0.533,0.125,91.3,0.5,1.5,3.6,3.47,2.35,0.1,0.286,0.571,0.09,0.364,0.133,0.533,2023-04-01,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-25&enddate=2023-03-31"
"ATL",5,5.2,0.12,0.16,0,0.222,0.875,0.667,0.167,0.167,0,88.5,1.41,1.59,4.49,5.3,5.16,0,0.35,0.72,0.139,0.4,0,0.389,2023-04-01,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-25&enddate=2023-03-31"
"WSN",4,6,0.154,0.115,0,0.263,0.625,0.474,0.211,0.316,0,94.2,1.33,3,3.6,5.13,4.83,0.1,0.22,0.615,0.12,0.554,0.158,0.421,2023-04-01,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-25&enddate=2023-03-31"
"CIN",5,5.2,0.13,0.261,0,0.071,0.714,0.333,0.25,0.417,0,83.6,1.24,3.18,5.55,6.9,7.92,0,0.242,0.609,0.105,0.347,0,0.143,2023-04-01,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-25&enddate=2023-03-31"
"HOU",8,8,0.286,0.029,1.13,0.318,0.814,0.545,0.136,0.318,0.143,89.1,1.13,3.38,3.31,3.02,2.27,0.1,0.433,0.571,0.169,0.432,0.043,0.435,2023-04-01,"https://www.fangraphs.com/leaders.aspx?pos=all&stats=rel&lg=all&qual=0&type=c%2C7%2C13%2C120%2C121%2C40%2C43%2C44%2C48%2C47%2C49%2C51%2C322%2C42%2C6%2C45%2C62%2C122%2C59%2C105%2C112%2C113%2C111%2C325%2C328&season=2023&month=1000&season1=2023&ind=0&team=0%2Cts&rost=0&age=0&filter=&players=0&startdate=2023-03-25&enddate=2023-03-31"
